person_age,person_home_ownership,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29,1.0,0.0,25000,12.18,1,0.13,0,5
27,2.0,6.0,5000,7.74,0,0.03,0,7
30,2.0,0.0,10000,8.59,0,0.05,0,7
28,1.0,1.0,24250,12.53,0,0.12,0,5
30,2.0,5.0,20000,11.48,0,0.1,0,7
30,1.0,6.0,25000,14.09,1,0.36,1,5
32,1.0,4.0,25000,15.95,1,0.36,1,10
27,1.0,11.0,25000,11.71,1,0.36,0,7
33,3.0,0.0,2000,14.79,0,0.14,0,8
32,1.0,11.0,25000,15.2,1,0.39,0,5
29,1.0,3.0,25000,14.83,1,0.36,0,6
30,1.0,5.0,25000,16.32,1,0.35,1,5
27,1.0,9.0,25000,10.75,1,0.35,0,8
31,1.0,2.0,25000,17.19,1,0.37,0,8
32,1.0,16.0,25000,10.38,1,0.34,0,8
29,1.0,2.0,25000,15.95,1,0.36,1,10
30,1.0,9.0,25000,15.2,1,0.33,0,5
34,1.0,9.0,25000,10.38,1,0.33,0,8
29,2.0,6.0,15000,14.27,0,0.08,1,6
35,2.0,11.0,10000,11.99,0,0.05,0,9
29,2.0,5.0,4000,6.62,0,0.02,0,5
31,3.0,8.0,15000,6.03,0,0.08,0,8
31,2.0,4.0,9000,6.03,0,0.05,0,7
28,2.0,1.0,35000,17.49,0,0.18,0,6
35,3.0,2.0,5550,10.37,1,0.39,0,8
27,1.0,5.0,25000,13.75,1,0.36,1,6
30,1.0,0.0,25000,9.99,1,0.33,0,8
30,1.0,7.0,25000,10.75,1,0.32,0,8
29,1.0,1.0,7000,9.88,0,0.04,0,9
27,3.0,11.0,23000,11.83,0,0.12,0,8
34,2.0,4.0,12000,15.65,1,0.07,1,5
30,1.0,3.0,15000,11.48,0,0.08,0,8
33,2.0,10.0,20000,14.11,0,0.11,0,10
32,1.0,8.0,15000,9.63,0,0.08,0,7
32,1.0,4.0,8400,9.32,0,0.04,0,8
33,2.0,5.0,20000,6.17,0,0.11,0,7
31,1.0,10.0,25000,10.75,1,0.32,0,8
27,1.0,3.0,25000,15.95,1,0.35,1,6
33,2.0,0.0,25000,14.46,0,0.13,1,8
29,2.0,5.0,11200,16.89,1,0.06,1,9
28,2.0,12.0,10000,14.22,0,0.05,1,9
29,2.0,14.0,25000,10.46,0,0.13,0,6
27,2.0,0.0,3700,10.99,0,0.02,0,5
30,2.0,8.0,15000,10.99,0,0.08,0,7
29,2.0,7.0,28000,17.49,1,0.16,1,10
35,1.0,19.0,25000,14.09,1,0.31,1,10
33,1.0,0.0,25000,11.86,1,0.31,0,8
27,1.0,12.0,15000,19.03,0,0.08,1,6
32,1.0,1.0,25000,12.87,1,0.31,0,9
30,3.0,2.0,1000,10.62,0,0.07,0,10
30,3.0,0.0,9250,14.96,1,0.64,0,10
29,2.0,8.0,18000,12.69,0,0.1,0,9
29,2.0,2.0,31000,19.42,0,0.17,1,8
30,2.0,2.0,12500,6.03,0,0.07,0,6
27,1.0,2.0,15000,12.42,0,0.08,0,10
31,2.0,5.0,9000,14.27,0,0.05,1,6
32,2.0,12.0,10000,7.9,0,0.06,0,10
31,3.0,15.0,10000,11.71,0,0.06,0,7
30,3.0,0.0,5000,14.96,1,0.35,0,9
28,1.0,7.0,25000,15.95,0,0.3,1,7
31,1.0,5.0,25000,10.75,0,0.29,0,7
34,2.0,9.0,12900,12.99,0,0.07,1,7
33,2.0,17.0,13000,7.29,0,0.07,0,7
29,2.0,9.0,15000,5.79,0,0.08,0,6
30,2.0,11.0,28000,14.91,0,0.16,1,5
27,1.0,4.0,8000,10.37,0,0.04,0,5
35,2.0,6.0,8500,6.92,0,0.05,0,8
28,1.0,4.0,9000,13.8,0,0.05,0,10
31,1.0,0.0,25000,11.89,0,0.29,0,6
30,1.0,3.0,25000,12.21,0,0.29,0,6
28,3.0,2.0,4375,12.42,1,0.29,0,9
30,2.0,14.0,20000,11.48,0,0.11,0,8
33,1.0,0.0,7000,7.74,0,0.04,0,6
30,2.0,8.0,10000,8.94,1,0.06,0,5
28,1.0,0.0,15000,17.26,1,0.09,1,9
27,2.0,5.0,24000,17.26,1,0.14,0,9
32,1.0,2.0,25000,9.99,0,0.28,0,7
32,1.0,7.0,25000,15.58,0,0.28,0,7
29,3.0,5.0,5000,7.51,1,0.33,0,7
34,1.0,11.0,25000,11.36,0,0.27,0,5
31,2.0,3.0,2000,16.89,1,0.13,1,8
29,1.0,7.0,25000,14.96,0,0.27,0,5
28,1.0,7.0,6000,7.9,0,0.03,0,10
35,1.0,0.0,16000,11.49,0,0.09,0,10
29,2.0,1.0,15000,8.49,0,0.09,0,8
31,2.0,3.0,7500,19.69,0,0.04,0,9
35,2.0,12.0,2200,8.49,0,0.01,0,7
29,1.0,4.0,25000,10.37,0,0.26,0,10
31,1.0,1.0,25000,16.0,1,0.29,1,5
29,1.0,9.0,25000,14.46,1,0.28,1,10
33,1.0,1.0,25000,11.66,0,0.25,0,9
28,2.0,0.0,4000,15.37,1,0.27,0,10
35,3.0,3.0,3700,9.32,1,0.25,0,6
30,1.0,1.0,25000,15.27,1,0.28,1,9
30,1.0,2.0,25000,9.62,0,0.25,0,8
35,2.0,0.0,1925,12.84,0,0.13,0,6
27,1.0,1.0,25000,12.73,0,0.24,0,10
29,1.0,13.0,25000,14.83,0,0.24,0,9
30,2.0,2.0,6000,7.68,0,0.03,0,7
29,2.0,8.0,25000,15.28,0,0.14,1,10
27,1.0,1.0,25000,16.89,1,0.26,1,10
35,1.0,9.0,25000,13.49,0,0.23,0,8
34,2.0,1.0,15000,14.96,0,0.09,0,5
31,2.0,1.0,16000,15.65,1,0.1,1,6
28,1.0,5.0,6000,15.95,1,0.04,0,10
33,2.0,17.0,12000,7.51,0,0.07,0,9
31,2.0,1.0,4000,8.9,1,0.26,0,5
31,1.0,8.0,10200,15.99,1,0.06,1,7
35,2.0,6.0,6500,7.49,0,0.04,0,10
34,2.0,9.0,7500,15.99,0,0.04,0,10
29,2.0,7.0,35000,12.99,0,0.21,1,5
31,2.0,15.0,10000,13.49,0,0.06,1,8
34,3.0,1.0,3800,7.49,1,0.24,0,9
32,1.0,14.0,25000,16.63,1,0.24,1,7
33,1.0,9.0,25000,11.36,0,0.21,0,8
28,1.0,0.0,25000,14.61,1,0.23,1,6
33,1.0,5.0,25000,11.36,0,0.2,0,5
29,1.0,1.0,25000,15.31,1,0.22,0,6
32,1.0,9.0,10000,11.14,0,0.06,0,5
32,1.0,5.0,25000,15.27,0,0.15,0,6
30,1.0,3.0,25000,15.7,1,0.21,0,7
27,3.0,0.0,6400,7.74,1,0.41,0,9
30,1.0,4.0,25000,15.21,0,0.19,1,6
35,1.0,2.0,25000,17.19,1,0.2,1,8
28,1.0,11.0,25000,13.11,0,0.18,1,7
33,1.0,7.0,25000,15.58,0,0.18,0,10
31,1.0,4.0,25000,16.07,0,0.17,1,7
32,1.0,7.0,25000,8.49,0,0.17,0,7
30,1.0,3.0,25000,17.56,0,0.17,0,5
27,1.0,1.0,25000,11.36,0,0.17,0,6
29,3.0,3.0,3000,7.9,1,0.19,0,8
30,2.0,3.0,5000,15.62,0,0.03,1,10
27,2.0,6.0,35000,12.99,0,0.21,0,9
31,2.0,3.0,15000,12.61,0,0.09,0,7
30,1.0,5.0,25000,12.53,0,0.17,0,6
30,2.0,2.0,7275,5.42,1,0.45,0,10
31,1.0,0.0,25000,13.24,1,0.18,0,7
33,2.0,0.0,6000,7.14,1,0.38,0,5
31,1.0,5.0,25000,15.37,1,0.18,1,8
30,1.0,5.0,25000,9.88,0,0.16,0,7
30,1.0,0.0,25000,15.95,1,0.17,0,8
29,1.0,4.0,25000,9.91,0,0.15,0,5
30,1.0,14.0,25000,15.2,0,0.15,0,8
27,1.0,11.0,25000,16.32,0,0.15,0,10
30,1.0,14.0,25000,15.21,0,0.15,0,5
29,1.0,1.0,25000,10.74,0,0.14,0,5
32,1.0,5.0,20000,6.99,0,0.12,0,9
28,2.0,5.0,20000,17.04,1,0.13,1,8
29,1.0,3.0,4800,10.99,0,0.03,0,5
27,2.0,3.0,8000,11.36,0,0.05,0,9
30,1.0,2.0,22200,19.42,1,0.15,0,8
29,1.0,11.0,9000,16.77,1,0.06,0,8
28,1.0,5.0,25000,14.46,1,0.14,1,7
32,1.0,3.0,25000,12.53,0,0.11,0,5
27,1.0,2.0,25000,18.3,1,0.11,0,9
32,1.0,1.0,25000,12.53,0,0.11,1,7
33,1.0,4.0,25000,14.11,1,0.1,1,6
28,1.0,12.0,24625,18.36,1,0.32,0,5
30,1.0,1.0,24250,11.12,1,0.76,0,5
30,1.0,3.0,24250,12.61,1,0.67,1,7
27,2.0,11.0,16000,8.49,0,0.1,0,5
29,2.0,9.0,14700,13.43,0,0.09,1,5
27,2.0,12.0,7000,12.23,0,0.04,1,6
34,3.0,0.0,1600,13.72,0,0.1,1,5
27,1.0,7.0,24250,15.31,1,0.33,1,8
28,3.0,5.0,5000,9.88,1,0.3,0,7
28,2.0,0.0,15000,15.65,1,0.1,1,5
30,1.0,0.0,8400,11.89,0,0.05,0,6
27,2.0,12.0,1500,11.78,0,0.01,1,6
29,1.0,0.0,15000,13.04,0,0.09,0,5
30,1.0,4.0,24250,15.65,0,0.23,0,10
31,1.0,1.0,24250,12.53,0,0.2,0,5
29,1.0,0.0,24250,16.0,1,0.22,0,9
29,1.0,10.0,24250,16.7,0,0.19,1,7
32,3.0,0.0,3200,14.84,1,0.19,0,7
31,1.0,2.0,24250,15.31,1,0.2,0,5
27,1.0,11.0,24250,14.59,1,0.19,0,10
29,1.0,4.0,24250,13.23,0,0.16,1,9
34,1.0,0.0,24250,11.83,0,0.14,0,10
27,1.0,0.0,24000,17.14,1,0.51,0,5
35,1.0,2.0,24000,15.2,1,0.49,0,10
28,1.0,12.0,24000,10.75,1,0.41,0,10
28,2.0,2.0,1500,8.63,0,0.09,0,10
28,1.0,1.0,24000,16.45,1,0.44,1,8
31,3.0,1.0,2500,14.74,0,0.14,0,10
30,1.0,4.0,24000,7.9,1,0.37,0,5
31,1.0,0.0,24000,17.43,1,0.4,0,9
28,1.0,5.0,24000,7.49,1,0.36,0,10
27,3.0,4.0,5000,7.9,1,0.28,0,9
29,1.0,4.0,24000,7.66,1,0.33,0,6
27,1.0,3.0,24000,14.96,1,0.33,0,10
28,1.0,0.0,24000,13.85,1,0.33,0,5
27,1.0,9.0,24000,10.99,1,0.32,0,5
27,1.0,4.0,24000,10.99,1,0.31,0,10
35,1.0,1.0,24000,13.92,0,0.3,1,5
32,1.0,4.0,24000,7.9,0,0.28,0,6
30,1.0,3.0,24000,11.49,0,0.27,0,6
31,1.0,3.0,24000,13.67,0,0.25,1,10
30,1.0,1.0,24000,16.82,1,0.28,0,8
35,1.0,1.0,24000,12.69,0,0.24,0,7
28,1.0,12.0,24000,16.69,0,0.23,0,5
35,1.0,6.0,24000,9.25,0,0.23,0,7
30,1.0,1.0,24000,13.11,0,0.23,1,6
29,1.0,4.0,24000,18.39,0,0.22,1,8
31,1.0,13.0,24000,9.25,0,0.19,0,8
27,2.0,0.0,2000,7.88,0,0.11,0,5
32,3.0,0.0,4750,7.88,1,0.26,0,6
31,1.0,0.0,24000,15.65,1,0.17,1,5
28,1.0,5.0,23850,16.29,1,0.32,0,10
29,1.0,2.0,23500,11.12,1,0.59,0,8
28,1.0,5.0,23500,14.72,1,0.4,0,7
28,3.0,2.0,6350,13.57,1,0.35,0,5
29,1.0,5.0,23500,11.36,0,0.3,0,8
29,1.0,0.0,23475,11.58,0,0.26,0,6
28,1.0,3.0,23000,10.51,1,0.31,0,9
30,1.0,2.0,23000,12.18,1,0.32,0,6
29,1.0,13.0,23000,6.54,0,0.25,0,7
31,1.0,5.0,23000,12.18,0,0.21,0,6
27,1.0,0.0,22950,13.49,1,0.44,0,9
35,1.0,0.0,22750,6.54,1,0.46,0,9
29,1.0,1.0,22750,14.46,1,0.49,0,9
28,1.0,2.0,22500,14.96,1,0.48,1,9
35,1.0,3.0,22400,12.99,1,0.33,1,7
32,1.0,0.0,22400,12.69,1,0.31,0,5
29,1.0,1.0,22000,13.67,1,0.38,0,6
30,1.0,5.0,22000,10.62,0,0.29,0,10
31,1.0,1.0,22000,13.67,1,0.32,1,7
27,3.0,2.0,7800,15.58,1,0.41,1,5
28,1.0,0.0,22000,9.76,0,0.28,0,9
31,1.0,6.0,22000,11.58,0,0.26,0,5
28,1.0,6.0,22000,12.69,0,0.24,0,9
27,1.0,5.0,22000,6.91,0,0.12,0,10
35,1.0,19.0,21725,15.62,1,0.36,1,10
27,2.0,3.0,1400,16.77,0,0.07,0,6
28,1.0,13.0,21600,6.91,0,0.26,0,10
33,1.0,6.0,21600,18.64,1,0.27,0,10
31,1.0,7.0,21600,19.03,0,0.18,1,5
30,1.0,0.0,21500,6.91,1,0.28,0,10
30,1.0,14.0,21500,10.62,0,0.16,0,8
33,3.0,2.0,6000,11.99,1,0.31,0,7
35,1.0,3.0,21000,19.41,1,0.53,1,10
33,1.0,2.0,21000,16.29,1,0.37,1,5
30,2.0,2.0,4750,13.61,1,0.25,1,8
31,1.0,3.0,21000,10.37,1,0.32,0,10
28,1.0,7.0,21000,12.69,1,0.31,0,8
31,1.0,6.0,21000,11.99,1,0.29,0,6
29,1.0,3.0,21000,10.99,0,0.26,0,6
28,1.0,12.0,21000,14.54,0,0.23,0,9
33,1.0,0.0,21000,11.71,1,0.25,0,7
29,1.0,13.0,21000,12.42,1,0.23,0,10
29,1.0,6.0,21000,10.65,0,0.18,0,9
30,1.0,2.0,21000,12.62,0,0.14,0,9
34,1.0,0.0,21000,18.79,1,0.15,0,10
31,1.0,2.0,20500,11.03,1,0.63,1,6
35,1.0,5.0,20500,12.53,1,0.5,0,6
28,1.0,11.0,20500,16.82,1,0.35,1,5
35,1.0,0.0,20500,14.61,1,0.38,1,5
33,1.0,0.0,20400,6.54,1,0.41,0,7
29,1.0,8.0,20400,11.49,0,0.28,0,7
31,1.0,2.0,20200,14.74,1,0.67,1,5
27,1.0,7.0,20050,17.58,1,0.33,1,10
32,1.0,12.0,20000,13.11,1,0.51,0,5
27,1.0,11.0,20000,6.91,1,0.5,0,8
31,1.0,1.0,20000,13.57,1,0.48,0,6
30,1.0,3.0,20000,11.86,1,0.44,0,7
30,3.0,14.0,3800,6.99,0,0.19,0,5
35,3.0,1.0,5500,7.66,0,0.28,0,8
31,3.0,3.0,6400,5.42,0,0.32,0,6
29,3.0,1.0,5000,5.79,0,0.25,0,7
30,1.0,4.0,20000,13.49,1,0.4,0,10
31,3.0,3.0,5000,11.83,0,0.25,0,7
31,3.0,5.0,5000,11.83,0,0.25,0,5
28,2.0,0.0,5000,8.59,0,0.25,0,7
30,1.0,2.0,20000,10.37,1,0.38,0,7
33,1.0,0.0,20000,13.04,1,0.38,0,10
28,1.0,2.0,20000,7.9,1,0.37,0,8
32,1.0,8.0,20000,11.11,1,0.37,0,7
27,1.0,2.0,20000,10.99,1,0.37,0,8
35,1.0,12.0,20000,6.62,1,0.36,0,9
27,1.0,3.0,20000,13.48,1,0.36,0,9
32,1.0,2.0,20000,11.83,1,0.36,0,7
27,1.0,5.0,20000,12.18,1,0.36,0,10
28,1.0,12.0,20000,11.71,1,0.35,0,6
33,1.0,1.0,20000,12.53,1,0.35,0,10
28,1.0,2.0,20000,15.65,1,0.39,1,8
29,1.0,0.0,20000,9.91,1,0.34,0,10
30,1.0,3.0,20000,14.72,1,0.34,0,5
31,1.0,14.0,20000,7.51,1,0.34,0,10
28,1.0,12.0,20000,10.99,1,0.33,0,10
30,1.0,4.0,20000,14.84,1,0.37,1,9
27,1.0,1.0,20000,10.99,1,0.33,0,6
27,1.0,2.0,20000,16.0,1,0.37,0,6
27,1.0,0.0,20000,12.21,1,0.33,0,5
27,1.0,11.0,20000,10.51,1,0.33,0,7
34,2.0,6.0,3300,13.06,0,0.16,1,10
28,2.0,4.0,2075,7.88,0,0.1,0,8
28,1.0,7.0,20000,18.25,1,0.36,0,6
28,1.0,0.0,20000,18.62,1,0.36,0,7
31,3.0,0.0,11000,11.03,0,0.54,1,10
31,2.0,4.0,1000,6.76,0,0.05,0,6
33,3.0,0.0,6250,14.84,0,0.3,0,7
28,1.0,4.0,20000,14.61,1,0.32,1,9
29,1.0,3.0,20000,8.9,1,0.31,0,10
31,1.0,9.0,20000,10.65,1,0.31,0,8
30,1.0,5.0,20000,11.99,1,0.31,0,8
35,3.0,2.0,7000,10.62,0,0.34,0,8
32,1.0,4.0,20000,13.8,1,0.31,1,6
34,1.0,3.0,20000,6.54,1,0.31,0,5
29,1.0,4.0,20000,20.17,1,0.34,1,5
32,1.0,4.0,20000,8.9,0,0.3,0,9
27,1.0,3.0,20000,10.62,0,0.3,0,9
34,1.0,7.0,20000,11.71,0,0.3,0,9
27,1.0,2.0,20000,14.26,0,0.3,1,10
30,1.0,9.0,20000,13.92,1,0.32,1,9
29,1.0,2.0,20000,13.85,0,0.29,0,5
27,1.0,4.0,20000,11.48,0,0.29,0,9
28,1.0,6.0,20000,11.48,0,0.28,0,6
27,1.0,6.0,20000,8.9,0,0.28,0,5
27,1.0,4.0,20000,9.25,0,0.28,0,10
28,1.0,9.0,20000,14.59,1,0.3,1,5
34,1.0,2.0,20000,11.89,0,0.28,0,10
27,1.0,11.0,20000,12.21,1,0.3,0,5
30,1.0,5.0,20000,13.79,0,0.28,0,7
28,1.0,2.0,20000,9.96,0,0.27,0,7
28,1.0,6.0,20000,13.49,0,0.27,0,5
27,1.0,0.0,20000,13.49,0,0.27,0,7
28,1.0,13.0,20000,10.59,1,0.29,0,8
35,1.0,8.0,20000,13.49,1,0.29,1,5
30,1.0,2.0,20000,17.14,1,0.29,1,7
28,1.0,0.0,20000,11.11,0,0.27,0,7
29,1.0,1.0,20000,6.54,0,0.27,0,9
27,2.0,2.0,2100,11.12,0,0.1,0,7
29,2.0,1.0,7750,7.51,1,0.36,0,10
27,1.0,3.0,20000,11.83,0,0.27,0,10
30,1.0,7.0,20000,12.18,0,0.27,0,7
28,1.0,13.0,20000,13.16,0,0.27,0,9
27,3.0,1.0,4200,7.49,0,0.19,0,6
30,1.0,7.0,20000,12.42,0,0.26,0,8
29,1.0,1.0,20000,11.11,0,0.26,0,9
28,1.0,5.0,20000,11.48,0,0.26,0,5
27,1.0,4.0,20000,13.22,1,0.28,0,9
28,3.0,11.0,8000,11.49,0,0.37,0,5
31,1.0,1.0,20000,15.05,1,0.27,1,5
28,1.0,11.0,20000,13.92,0,0.25,0,7
27,1.0,3.0,20000,7.49,0,0.25,0,9
35,1.0,1.0,20000,13.98,0,0.25,1,7
32,1.0,6.0,20000,14.38,0,0.24,0,10
27,3.0,11.0,4000,10.62,0,0.19,0,9
27,1.0,1.0,20000,13.49,0,0.24,0,8
28,1.0,12.0,20000,13.92,0,0.24,0,9
28,1.0,8.0,20000,13.92,0,0.24,0,9
33,1.0,16.0,20000,15.27,0,0.24,0,10
27,1.0,11.0,20000,10.59,0,0.24,0,8
29,1.0,1.0,20000,11.83,1,0.27,0,9
29,1.0,13.0,20000,14.61,0,0.23,0,6
27,1.0,3.0,20000,7.49,0,0.23,0,8
29,3.0,7.0,8300,5.42,0,0.38,0,7
27,1.0,4.0,20000,10.38,0,0.23,0,7
30,1.0,2.0,20000,11.99,0,0.22,0,9
27,1.0,0.0,20000,6.54,0,0.22,0,9
32,1.0,11.0,20000,13.22,0,0.22,1,6
29,1.0,2.0,20000,13.72,0,0.22,0,10
32,1.0,2.0,20000,14.84,1,0.25,1,6
27,1.0,2.0,20000,17.51,1,0.25,1,8
28,3.0,5.0,8000,6.99,0,0.36,0,5
34,1.0,15.0,20000,15.31,0,0.21,0,5
27,2.0,11.0,2500,7.49,0,0.11,0,6
28,1.0,7.0,20000,14.26,0,0.21,1,9
31,1.0,5.0,20000,17.19,0,0.21,1,8
33,1.0,14.0,20000,7.88,0,0.21,0,10
32,1.0,7.0,20000,14.42,0,0.21,0,9
31,1.0,2.0,20000,10.95,0,0.21,0,9
34,1.0,12.0,20000,13.22,0,0.21,1,7
33,1.0,2.0,20000,6.91,0,0.2,0,5
30,3.0,4.0,2000,13.57,0,0.09,0,9
28,1.0,5.0,20000,11.58,1,0.23,0,5
30,3.0,4.0,6000,11.89,0,0.27,0,8
30,2.0,1.0,5375,12.21,0,0.24,0,9
31,1.0,6.0,20000,12.42,0,0.2,0,9
27,1.0,9.0,20000,12.69,0,0.2,0,5
27,1.0,4.0,20000,11.12,0,0.2,0,9
29,1.0,0.0,20000,13.98,0,0.2,1,6
29,3.0,3.0,8000,8.59,0,0.36,0,9
31,1.0,3.0,20000,7.9,0,0.2,0,10
32,1.0,3.0,20000,10.75,0,0.2,0,9
33,1.0,2.0,20000,17.58,1,0.22,1,6
35,3.0,1.0,3775,15.27,0,0.17,0,6
35,1.0,3.0,20000,13.85,0,0.2,0,10
28,2.0,3.0,5725,14.79,1,0.26,0,9
27,1.0,4.0,20000,10.62,0,0.19,0,9
30,1.0,9.0,20000,13.22,0,0.19,1,5
28,1.0,0.0,20000,14.96,1,0.2,0,6
27,1.0,11.0,20000,16.0,1,0.2,0,8
30,1.0,5.0,20000,14.11,0,0.18,1,5
29,1.0,2.0,20000,17.06,1,0.2,0,8
30,1.0,3.0,20000,11.11,0,0.17,0,7
27,2.0,11.0,2500,10.99,0,0.11,0,10
31,1.0,2.0,20000,18.17,1,0.19,0,5
29,1.0,1.0,20000,10.46,0,0.17,0,9
34,1.0,7.0,20000,13.8,0,0.17,0,7
27,1.0,1.0,20000,6.54,0,0.17,0,9
28,1.0,2.0,20000,15.31,1,0.19,0,7
28,1.0,4.0,20000,14.26,0,0.17,0,7
27,1.0,3.0,20000,9.25,0,0.16,0,8
33,1.0,1.0,20000,6.62,0,0.15,0,10
30,1.0,7.0,20000,18.3,1,0.17,1,6
27,1.0,6.0,20000,12.73,0,0.15,0,8
27,3.0,1.0,5000,11.48,0,0.22,0,8
34,1.0,6.0,20000,17.74,0,0.15,1,8
29,1.0,5.0,20000,13.49,0,0.14,1,8
27,1.0,4.0,20000,7.9,0,0.14,0,6
29,1.0,3.0,20000,10.0,0,0.14,0,9
34,1.0,0.0,20000,8.9,0,0.14,0,6
31,1.0,3.0,20000,10.74,0,0.13,0,6
30,1.0,0.0,20000,6.54,0,0.13,0,8
31,3.0,13.0,4500,5.79,0,0.2,0,9
32,1.0,3.0,20000,13.49,0,0.11,1,8
30,1.0,1.0,20000,14.22,0,0.11,0,10
28,1.0,9.0,19975,13.92,1,0.18,0,9
30,1.0,2.0,19775,12.42,1,0.4,0,10
27,1.0,1.0,725,7.37,0,0.06,0,6
32,1.0,3.0,900,10.28,1,0.07,0,5
28,1.0,1.0,1000,16.32,1,0.08,1,9
29,1.0,3.0,1000,16.32,1,0.07,1,8
27,1.0,1.0,1000,7.29,0,0.06,0,5
28,1.0,0.0,1000,13.49,1,0.06,0,8
29,1.0,0.0,1000,10.65,0,0.05,0,10
35,3.0,12.0,5000,15.33,0,0.21,0,9
30,1.0,1.0,19000,15.21,1,0.52,1,5
28,1.0,3.0,19000,16.82,1,0.43,0,8
31,1.0,6.0,19000,14.83,1,0.37,1,10
33,1.0,12.0,19000,15.68,1,0.34,1,5
27,2.0,9.0,2000,7.49,0,0.08,0,8
28,1.0,5.0,19000,14.09,1,0.33,0,8
32,1.0,2.0,19000,12.84,0,0.29,1,5
35,1.0,12.0,19000,11.14,0,0.29,0,7
29,1.0,0.0,19000,6.54,0,0.27,0,9
30,1.0,7.0,18950,15.96,1,0.32,1,6
34,1.0,5.0,18825,7.9,1,0.45,0,10
32,1.0,5.0,18800,9.99,1,0.31,0,7
34,1.0,5.0,18600,13.57,0,0.2,1,7
28,1.0,2.0,18600,14.26,0,0.19,1,8
27,3.0,1.0,6000,8.9,0,0.25,0,10
32,3.0,2.0,5000,16.29,0,0.21,0,9
28,1.0,8.0,18500,16.02,1,0.37,0,6
30,1.0,14.0,18500,12.99,1,0.31,0,5
27,1.0,4.0,18500,10.99,1,0.31,0,5
33,1.0,3.0,18500,12.87,0,0.3,0,9
31,1.0,1.0,18500,7.51,0,0.17,0,7
33,1.0,3.0,18400,9.91,0,0.29,0,7
29,1.0,8.0,18250,14.27,1,0.41,0,6
35,2.0,14.0,4000,7.49,0,0.17,0,7
29,1.0,0.0,18000,10.75,1,0.58,0,7
29,1.0,6.0,18000,14.65,1,0.43,0,7
31,2.0,3.0,3000,7.49,0,0.13,0,10
29,2.0,0.0,4000,10.59,0,0.17,0,10
27,3.0,4.0,4000,12.99,0,0.17,0,6
28,2.0,2.0,9600,11.99,0,0.4,0,8
27,1.0,1.0,18000,13.16,1,0.4,0,7
27,1.0,0.0,18000,8.49,1,0.36,0,9
32,3.0,1.0,2000,7.29,0,0.08,0,6
34,1.0,4.0,18000,8.88,1,0.36,0,9
31,1.0,2.0,18000,13.48,1,0.36,1,9
27,2.0,6.0,6250,8.49,0,0.26,0,8
27,1.0,11.0,18000,14.96,1,0.35,1,8
34,1.0,0.0,18000,13.85,1,0.35,0,10
29,1.0,0.0,18000,10.99,1,0.33,0,6
32,1.0,0.0,18000,10.38,1,0.33,0,7
28,3.0,3.0,8000,10.37,0,0.33,0,5
33,1.0,7.0,18000,8.49,0,0.3,0,5
30,3.0,0.0,2500,7.29,0,0.1,0,6
28,1.0,4.0,18000,14.65,0,0.3,1,5
28,1.0,12.0,18000,10.65,0,0.29,0,9
27,1.0,3.0,18000,11.11,0,0.28,0,8
30,1.0,1.0,18000,8.38,0,0.28,0,7
27,1.0,3.0,18000,12.18,1,0.31,0,9
35,1.0,0.0,18000,9.99,0,0.27,0,8
33,1.0,3.0,18000,10.08,0,0.27,0,6
29,1.0,3.0,18000,10.0,0,0.26,0,9
27,1.0,6.0,18000,10.25,0,0.26,0,9
28,2.0,2.0,1500,7.14,0,0.06,0,10
28,1.0,1.0,18000,11.58,1,0.28,0,6
33,1.0,18.0,18000,11.89,0,0.26,0,9
34,1.0,7.0,18000,15.95,0,0.25,1,8
33,1.0,8.0,18000,13.11,1,0.27,1,7
31,1.0,4.0,18000,8.9,0,0.24,0,6
34,3.0,4.0,2400,13.98,0,0.1,0,9
34,1.0,5.0,18000,8.9,0,0.23,0,9
28,1.0,8.0,18000,10.59,0,0.23,0,10
28,1.0,9.0,18000,11.49,0,0.23,0,6
27,1.0,1.0,18000,10.39,0,0.23,0,8
28,1.0,4.0,18000,10.99,0,0.22,0,6
33,2.0,2.0,6000,10.25,0,0.25,0,6
29,1.0,0.0,18000,17.04,1,0.24,1,10
28,1.0,3.0,18000,7.49,0,0.2,0,10
31,1.0,12.0,18000,12.42,0,0.2,0,8
31,1.0,0.0,18000,18.79,1,0.23,0,9
30,1.0,14.0,18000,8.94,0,0.2,0,8
34,1.0,4.0,18000,13.49,0,0.18,1,10
27,1.0,0.0,18000,7.88,0,0.18,0,5
30,1.0,2.0,18000,12.18,0,0.18,0,7
31,1.0,11.0,18000,10.0,0,0.18,0,10
33,1.0,15.0,18000,11.58,1,0.2,0,10
33,1.0,17.0,18000,16.82,0,0.17,1,6
27,1.0,5.0,18000,9.91,0,0.16,0,5
31,3.0,1.0,1200,8.94,0,0.05,0,5
30,2.0,7.0,6000,8.94,0,0.25,0,7
27,1.0,4.0,18000,8.49,0,0.14,0,9
27,1.0,4.0,18000,13.99,1,0.15,1,7
30,1.0,1.0,18000,5.79,0,0.1,0,10
30,1.0,1.0,18000,14.46,1,0.11,1,9
33,1.0,2.0,17975,8.49,1,0.6,0,8
34,1.0,0.0,17900,7.9,0,0.28,0,8
27,3.0,2.0,6000,12.53,0,0.25,0,9
28,2.0,12.0,5000,9.32,0,0.21,0,10
